P/T (kPa/K),Den (Kg/cu m),Temp (C),Pres (kPa),Alt (m)
1.54702391745851E-05,5.3922E-5,96.209400,5.7133E-3,76060
1.54857635611628E-05,5.3976E-5,96.179500,5.7186E-3,76050
1.55013047853934E-05,5.4030E-5,96.149600,5.7239E-3,76040
1.55168628669047E-05,5.4085E-5,96.119700,5.7291E-3,76030
1.55324378253488E-05,5.4139E-5,96.089800,5.7344E-3,76020
1.55480296804024E-05,5.4193E-5,96.059900,5.7397E-3,76010
1.55636384517666E-05,5.4248E-5,96.030000,5.7450E-3,76000
1.55792641591671E-05,5.4302E-5,96.000100,5.7503E-3,75990
1.55949068223544E-05,5.4357E-5,95.970200,5.7556E-3,75980
1.56105664611034E-05,5.4411E-5,95.940300,5.7609E-3,75970
1.56262430952137E-05,5.4466E-5,95.910400,5.7662E-3,75960
1.56419367445098E-05,5.4521E-5,95.880500,5.7716E-3,75950
1.56576474288406E-05,5.4575E-5,95.850600,5.7769E-3,75940
1.56733751680801E-05,5.4630E-5,95.820700,5.7822E-3,75930
1.56891199821269E-05,5.4685E-5,95.790800,5.7876E-3,75920
1.57048818909044E-05,5.4740E-5,95.760900,5.7929E-3,75910
1.57206609143611E-05,5.4795E-5,95.731000,5.7983E-3,75900
1.57364570724701E-05,5.4850E-5,95.701100,5.8036E-3,75890
1.57522703852297E-05,5.4905E-5,95.671200,5.8090E-3,75880
1.5768100872663E-05,5.4960E-5,95.641300,5.8144E-3,75870
1.57839485548181E-05,5.5016E-5,95.611400,5.8197E-3,75860
1.57998134517682E-05,5.5071E-5,95.581500,5.8251E-3,75850
1.58156955836115E-05,5.5126E-5,95.551600,5.8305E-3,75840
1.58315949704714E-05,5.5182E-5,95.521700,5.8359E-3,75830
1.58475116324964E-05,5.5237E-5,95.491800,5.8413E-3,75820
1.586344558986E-05,5.5293E-5,95.461900,5.8467E-3,75810
1.58793968627611E-05,5.5348E-5,95.432000,5.8521E-3,75800
1.58953654714237E-05,5.5404E-5,95.402100,5.8575E-3,75790
1.59113514360972E-05,5.5460E-5,95.372200,5.8629E-3,75780
1.59273547770562E-05,5.5515E-5,95.342300,5.8683E-3,75770
1.59433755146006E-05,5.5571E-5,95.312400,5.8737E-3,75760
1.59594136690557E-05,5.5627E-5,95.282500,5.8792E-3,75750
1.59754692607724E-05,5.5683E-5,95.252600,5.8846E-3,75740
1.59915423101267E-05,5.5739E-5,95.222700,5.8900E-3,75730
1.60076328375202E-05,5.5795E-5,95.192800,5.8955E-3,75720
1.60237408633801E-05,5.5851E-5,95.162900,5.9009E-3,75710
1.6039866408159E-05,5.5908E-5,95.133000,5.9064E-3,75700
1.60560094923351E-05,5.5964E-5,95.103100,5.9119E-3,75690
1.60721701364123E-05,5.6020E-5,95.073200,5.9173E-3,75680
1.60883483609201E-05,5.6077E-5,95.043300,5.9228E-3,75670
1.61045441864135E-05,5.6133E-5,95.013400,5.9283E-3,75660
1.61207576334734E-05,5.6189E-5,94.983500,5.9338E-3,75650
1.61369887227065E-05,5.6246E-5,94.953600,5.9393E-3,75640
1.61532374747449E-05,5.6303E-5,94.923700,5.9448E-3,75630
1.6169503910247E-05,5.6359E-5,94.893800,5.9503E-3,75620
1.61857880498967E-05,5.6416E-5,94.863900,5.9558E-3,75610
1.6202089914404E-05,5.6473E-5,94.834000,5.9613E-3,75600
1.62184095245045E-05,5.6530E-5,94.804100,5.9668E-3,75590
1.62347469009601E-05,5.6587E-5,94.774200,5.9723E-3,75580
1.62511020645585E-05,5.6644E-5,94.744300,5.9779E-3,75570
1.62674750361133E-05,5.6701E-5,94.714400,5.9834E-3,75560
1.62838658364645E-05,5.6758E-5,94.684500,5.9890E-3,75550
1.63002744864778E-05,5.6815E-5,94.654600,5.9945E-3,75540
1.63167010070453E-05,5.6872E-5,94.624700,6.0001E-3,75530
1.63331454190851E-05,5.6930E-5,94.594800,6.0056E-3,75520
1.63496077435416E-05,5.6987E-5,94.564900,6.0112E-3,75510
1.63660880013853E-05,5.7045E-5,94.535000,6.0167E-3,75500
1.6382586213613E-05,5.7102E-5,94.505100,6.0223E-3,75490
1.63991024012479E-05,5.7160E-5,94.475200,6.0279E-3,75480
1.64156365853393E-05,5.7217E-5,94.445300,6.0335E-3,75470
1.64321887869632E-05,5.7275E-5,94.415400,6.0391E-3,75460
1.64487590272217E-05,5.7333E-5,94.385500,6.0447E-3,75450
1.64653473272435E-05,5.7391E-5,94.355600,6.0503E-3,75440
1.64819537081836E-05,5.7448E-5,94.325700,6.0559E-3,75430
1.64985781912238E-05,5.7506E-5,94.295800,6.0615E-3,75420
1.65152207975721E-05,5.7564E-5,94.265900,6.0671E-3,75410
1.65318815484633E-05,5.7622E-5,94.236000,6.0728E-3,75400
1.65485604651587E-05,5.7681E-5,94.206100,6.0784E-3,75390
1.65652575689464E-05,5.7739E-5,94.176200,6.0840E-3,75380
1.6581972881141E-05,5.7797E-5,94.146300,6.0897E-3,75370
1.65987064230839E-05,5.7855E-5,94.116400,6.0953E-3,75360
1.66154582161432E-05,5.7914E-5,94.086500,6.1010E-3,75350
1.6632228281714E-05,5.7972E-5,94.056600,6.1066E-3,75340
1.6649016641218E-05,5.8031E-5,94.026700,6.1123E-3,75330
1.66658233161038E-05,5.8089E-5,93.996800,6.1180E-3,75320
1.66826483278469E-05,5.8148E-5,93.966900,6.1236E-3,75310
1.66994916979497E-05,5.8207E-5,93.937000,6.1293E-3,75300
1.67163534479418E-05,5.8265E-5,93.907100,6.1350E-3,75290
1.67332335993796E-05,5.8324E-5,93.877200,6.1407E-3,75280
1.67501321738465E-05,5.8383E-5,93.847300,6.1464E-3,75270
1.6767049192953E-05,5.8442E-5,93.817400,6.1521E-3,75260
1.67839846783369E-05,5.8501E-5,93.787500,6.1578E-3,75250
1.6800938651663E-05,5.8560E-5,93.757600,6.1636E-3,75240
1.68179111346232E-05,5.8619E-5,93.727700,6.1693E-3,75230
1.68349021489368E-05,5.8679E-5,93.697800,6.1750E-3,75220
1.68519117163503E-05,5.8738E-5,93.667900,6.1807E-3,75210
1.68689398586374E-05,5.8797E-5,93.638000,6.1865E-3,75200
1.68859865975993E-05,5.8857E-5,93.608100,6.1922E-3,75190
1.69030519550645E-05,5.8916E-5,93.578200,6.1980E-3,75180
1.69201359528888E-05,5.8976E-5,93.548300,6.2037E-3,75170
1.69372386129555E-05,5.9035E-5,93.518400,6.2095E-3,75160
1.69543599571754E-05,5.9095E-5,93.488500,6.2153E-3,75150
1.69715000074869E-05,5.9155E-5,93.458600,6.2210E-3,75140
1.69886587858559E-05,5.9215E-5,93.428700,6.2268E-3,75130
1.70058363142758E-05,5.9274E-5,93.398800,6.2326E-3,75120
1.70230326147676E-05,5.9334E-5,93.368900,6.2384E-3,75110
1.70402477093801E-05,5.9394E-5,93.339000,6.2442E-3,75100
1.70574816201899E-05,5.9454E-5,93.309100,6.2500E-3,75090
1.7074734369301E-05,5.9515E-5,93.279200,6.2558E-3,75080
1.70920059788455E-05,5.9575E-5,93.249300,6.2616E-3,75070
1.7109296470983E-05,5.9635E-5,93.219400,6.2675E-3,75060
1.71266058679012E-05,5.9695E-5,93.189500,6.2733E-3,75050
1.71439341918157E-05,5.9756E-5,93.159600,6.2791E-3,75040
1.71612814649697E-05,5.9816E-5,93.129700,6.2850E-3,75030
1.71786477096348E-05,5.9877E-5,93.099800,6.2908E-3,75020
1.71960329481103E-05,5.9937E-5,93.069900,6.2967E-3,75010
1.72134372027236E-05,5.9998E-5,93.040000,6.3025E-3,75000
1.72308604958302E-05,6.0059E-5,93.010100,6.3084E-3,74990
1.72483028498136E-05,6.0120E-5,92.980200,6.3143E-3,74980
1.72657642870858E-05,6.0180E-5,92.950300,6.3201E-3,74970
1.72832448300865E-05,6.0241E-5,92.920400,6.3260E-3,74960
1.7300744501284E-05,6.0302E-5,92.890500,6.3319E-3,74950
1.73182633231746E-05,6.0363E-5,92.860600,6.3378E-3,74940
1.73358013182831E-05,6.0425E-5,92.830700,6.3437E-3,74930
1.73533585091625E-05,6.0486E-5,92.800800,6.3496E-3,74920
1.73709349183943E-05,6.0547E-5,92.770900,6.3555E-3,74910
1.73885305685882E-05,6.0608E-5,92.741000,6.3614E-3,74900
1.74061454823827E-05,6.0670E-5,92.711100,6.3674E-3,74890
1.74237796824444E-05,6.0731E-5,92.681200,6.3733E-3,74880
1.74414331914687E-05,6.0793E-5,92.651300,6.3792E-3,74870
1.74591060321795E-05,6.0854E-5,92.621400,6.3852E-3,74860
1.74767982273291E-05,6.0916E-5,92.591500,6.3911E-3,74850
1.74945097996989E-05,6.0978E-5,92.561600,6.3971E-3,74840
1.75122407720984E-05,6.1040E-5,92.531700,6.4030E-3,74830
1.75299911673664E-05,6.1101E-5,92.501800,6.4090E-3,74820
1.754776100837E-05,6.1163E-5,92.471900,6.4150E-3,74810
1.75655503180052E-05,6.1225E-5,92.442000,6.4209E-3,74800
1.75833591191972E-05,6.1287E-5,92.412100,6.4269E-3,74790
1.76011874348995E-05,6.1350E-5,92.382200,6.4329E-3,74780
1.76190352880949E-05,6.1412E-5,92.352300,6.4389E-3,74770
1.7636902701795E-05,6.1474E-5,92.322400,6.4449E-3,74760
1.76547896990405E-05,6.1536E-5,92.292500,6.4509E-3,74750
1.7672696302901E-05,6.1599E-5,92.262600,6.4569E-3,74740
1.76906225364753E-05,6.1661E-5,92.232700,6.4630E-3,74730
1.77085684228912E-05,6.1724E-5,92.202800,6.4690E-3,74720
1.77265339853057E-05,6.1786E-5,92.172900,6.4750E-3,74710
1.77445192469049E-05,6.1849E-5,92.143000,6.4811E-3,74700
1.77625242309042E-05,6.1912E-5,92.113100,6.4871E-3,74690
1.77805489605484E-05,6.1975E-5,92.083200,6.4932E-3,74680
1.77985934591113E-05,6.2038E-5,92.053300,6.4992E-3,74670
1.78166577498962E-05,6.2101E-5,92.023400,6.5053E-3,74660
1.78347418562358E-05,6.2164E-5,91.993500,6.5113E-3,74650
1.78528458014923E-05,6.2227E-5,91.963600,6.5174E-3,74640
1.78709696090571E-05,6.2290E-5,91.933700,6.5235E-3,74630
1.78891133023513E-05,6.2353E-5,91.903800,6.5296E-3,74620
1.79072769048256E-05,6.2416E-5,91.873900,6.5357E-3,74610
1.79254604399601E-05,6.2480E-5,91.844000,6.5418E-3,74600
1.79436639312646E-05,6.2543E-5,91.814100,6.5479E-3,74590
1.79618874022785E-05,6.2607E-5,91.784200,6.5540E-3,74580
1.79801308765711E-05,6.2670E-5,91.754300,6.5601E-3,74570
1.79983943777412E-05,6.2734E-5,91.724400,6.5663E-3,74560
1.80166779294174E-05,6.2798E-5,91.694500,6.5724E-3,74550
1.80349815552583E-05,6.2862E-5,91.664600,6.5785E-3,74540
1.80533052789523E-05,6.2925E-5,91.634700,6.5847E-3,74530
1.80716491242175E-05,6.2989E-5,91.604800,6.5908E-3,74520
1.80900131148021E-05,6.3053E-5,91.574900,6.5970E-3,74510
1.81083972744843E-05,6.3117E-5,91.545000,6.6031E-3,74500
1.81268016270723E-05,6.3182E-5,91.515100,6.6093E-3,74490
1.81452261964043E-05,6.3246E-5,91.485200,6.6155E-3,74480
1.81636710063486E-05,6.3310E-5,91.455300,6.6217E-3,74470
1.81821360808038E-05,6.3374E-5,91.425400,6.6279E-3,74460
1.82006214436985E-05,6.3439E-5,91.395500,6.6340E-3,74450
1.82191271189916E-05,6.3503E-5,91.365600,6.6402E-3,74440
1.82376531306723E-05,6.3568E-5,91.335700,6.6465E-3,74430
1.82561995027599E-05,6.3633E-5,91.305800,6.6527E-3,74420
1.82747662593043E-05,6.3697E-5,91.275900,6.6589E-3,74410
1.82933534243857E-05,6.3762E-5,91.246000,6.6651E-3,74400
1.83119610221146E-05,6.3827E-5,91.216100,6.6713E-3,74390
1.83305890766322E-05,6.3892E-5,91.186200,6.6776E-3,74380
1.834923761211E-05,6.3957E-5,91.156300,6.6838E-3,74370
1.83679066527501E-05,6.4022E-5,91.126400,6.6901E-3,74360
1.83865962227852E-05,6.4087E-5,91.096500,6.6963E-3,74350
1.84053063464788E-05,6.4152E-5,91.066600,6.7026E-3,74340
1.84240370481248E-05,6.4218E-5,91.036700,6.7089E-3,74330
1.84427883520479E-05,6.4283E-5,91.006800,6.7151E-3,74320
1.84615602826036E-05,6.4348E-5,90.976900,6.7214E-3,74310
1.84803528641783E-05,6.4414E-5,90.947000,6.7277E-3,74300
1.8499166121189E-05,6.4479E-5,90.917100,6.7340E-3,74290
1.85180000780838E-05,6.4545E-5,90.887200,6.7403E-3,74280
1.85368547593415E-05,6.4611E-5,90.857300,6.7466E-3,74270
1.8555730189472E-05,6.4677E-5,90.827400,6.7529E-3,74260
1.85746263930163E-05,6.4743E-5,90.797500,6.7593E-3,74250
1.85935433945462E-05,6.4808E-5,90.767600,6.7656E-3,74240
1.86124812186649E-05,6.4874E-5,90.737700,6.7719E-3,74230
1.86314398900063E-05,6.4941E-5,90.707800,6.7783E-3,74220
1.86504194332358E-05,6.5007E-5,90.677900,6.7846E-3,74210
1.86694198730501E-05,6.5073E-5,90.648000,6.7910E-3,74200
1.86884412341768E-05,6.5139E-5,90.618100,6.7973E-3,74190
1.87074835413751E-05,6.5206E-5,90.588200,6.8037E-3,74180
1.87265468194354E-05,6.5272E-5,90.558300,6.8101E-3,74170
1.87456310931795E-05,6.5339E-5,90.528400,6.8164E-3,74160
1.87647363874606E-05,6.5405E-5,90.498500,6.8228E-3,74150
1.87838627271635E-05,6.5472E-5,90.468600,6.8292E-3,74140
1.88030101372043E-05,6.5539E-5,90.438700,6.8356E-3,74130
1.88221786425308E-05,6.5605E-5,90.408800,6.8420E-3,74120
1.88413682681224E-05,6.5672E-5,90.378900,6.8484E-3,74110
1.886057903899E-05,6.5739E-5,90.349000,6.8549E-3,74100
1.88798109801764E-05,6.5806E-5,90.319100,6.8613E-3,74090
1.88990641167558E-05,6.5873E-5,90.289200,6.8677E-3,74080
1.89183384738346E-05,6.5941E-5,90.259300,6.8742E-3,74070
1.89376340765506E-05,6.6008E-5,90.229400,6.8806E-3,74060
1.89569509500737E-05,6.6075E-5,90.199500,6.8871E-3,74050
1.89762891196056E-05,6.6143E-5,90.169600,6.8935E-3,74040
1.89956486103799E-05,6.6210E-5,90.139700,6.9000E-3,74030
1.90150294476623E-05,6.6278E-5,90.109800,6.9064E-3,74020
1.90344316567505E-05,6.6345E-5,90.079900,6.9129E-3,74010
1.9053855262974E-05,6.6413E-5,90.050000,6.9194E-3,74000
1.90733002916949E-05,6.6481E-5,90.020100,6.9259E-3,73990
1.9092766768307E-05,6.6549E-5,89.990200,6.9324E-3,73980
1.91122547182365E-05,6.6616E-5,89.960300,6.9389E-3,73970
1.91317641669419E-05,6.6684E-5,89.930400,6.9454E-3,73960
1.91512951399138E-05,6.6753E-5,89.900500,6.9519E-3,73950
1.91708476626753E-05,6.6821E-5,89.870600,6.9585E-3,73940
1.91904217607819E-05,6.6889E-5,89.840700,6.9650E-3,73930
1.92100174598212E-05,6.6957E-5,89.810800,6.9715E-3,73920
1.92296347854136E-05,6.7026E-5,89.780900,6.9781E-3,73910
1.92492737632119E-05,6.7094E-5,89.751000,6.9846E-3,73900
1.92689344189014E-05,6.7163E-5,89.721100,6.9912E-3,73890
1.92886167781999E-05,6.7231E-5,89.691200,6.9977E-3,73880
1.93083208668581E-05,6.7300E-5,89.661300,7.0043E-3,73870
1.93280467106592E-05,6.7369E-5,89.631400,7.0109E-3,73860
1.93477943354191E-05,6.7437E-5,89.601500,7.0175E-3,73850
1.93675637669865E-05,6.7506E-5,89.571600,7.0241E-3,73840
1.93873550312429E-05,6.7575E-5,89.541700,7.0307E-3,73830
1.94071681541028E-05,6.7644E-5,89.511800,7.0373E-3,73820
1.94270031615134E-05,6.7714E-5,89.481900,7.0439E-3,73810
1.9446860079455E-05,6.7783E-5,89.452000,7.0505E-3,73800
1.94667389339406E-05,6.7852E-5,89.422100,7.0571E-3,73790
1.94866397510167E-05,6.7921E-5,89.392200,7.0638E-3,73780
1.95065625567625E-05,6.7991E-5,89.362300,7.0704E-3,73770
1.95265073772905E-05,6.8060E-5,89.332400,7.0770E-3,73760
1.95464742387462E-05,6.8130E-5,89.302500,7.0837E-3,73750
1.95664631673086E-05,6.8200E-5,89.272600,7.0904E-3,73740
1.95864741891896E-05,6.8269E-5,89.242700,7.0970E-3,73730
1.96065073306347E-05,6.8339E-5,89.212800,7.1037E-3,73720
1.96265626179227E-05,6.8409E-5,89.182900,7.1104E-3,73710
1.96466400773655E-05,6.8479E-5,89.153000,7.1171E-3,73700
1.96667397353089E-05,6.8549E-5,89.123100,7.1237E-3,73690
1.96868616181318E-05,6.8619E-5,89.093200,7.1304E-3,73680
1.97070057522469E-05,6.8689E-5,89.063300,7.1372E-3,73670
1.97271721641002E-05,6.8760E-5,89.033400,7.1439E-3,73660
1.97473608801716E-05,6.8830E-5,89.003500,7.1506E-3,73650
1.97675719269745E-05,6.8901E-5,88.973600,7.1573E-3,73640
1.9787805331056E-05,6.8971E-5,88.943700,7.1641E-3,73630
1.9808061118997E-05,6.9042E-5,88.913800,7.1708E-3,73620
1.98283393174122E-05,6.9112E-5,88.883900,7.1775E-3,73610
1.98486399529502E-05,6.9183E-5,88.854000,7.1843E-3,73600
1.98689630522935E-05,6.9254E-5,88.824100,7.1911E-3,73590
1.98893086421583E-05,6.9325E-5,88.794200,7.1978E-3,73580
1.9909676749295E-05,6.9396E-5,88.764300,7.2046E-3,73570
1.99300674004882E-05,6.9467E-5,88.734400,7.2114E-3,73560
1.99504806225562E-05,6.9538E-5,88.704500,7.2182E-3,73550
1.99709164423516E-05,6.9609E-5,88.674600,7.2250E-3,73540
1.99913748867612E-05,6.9681E-5,88.644700,7.2318E-3,73530
2.0011855982706E-05,6.9752E-5,88.614800,7.2386E-3,73520
2.00323597571413E-05,6.9823E-5,88.584900,7.2454E-3,73510
2.00528862370565E-05,6.9895E-5,88.555000,7.2522E-3,73500
2.00734354494757E-05,6.9967E-5,88.525100,7.2591E-3,73490
2.0094007421457E-05,7.0038E-5,88.495200,7.2659E-3,73480
2.01146021800934E-05,7.0110E-5,88.465300,7.2727E-3,73470
2.01352197525119E-05,7.0182E-5,88.435400,7.2796E-3,73460
2.01558601658745E-05,7.0254E-5,88.405500,7.2865E-3,73450
2.01765234473776E-05,7.0326E-5,88.375600,7.2933E-3,73440
2.0197209624252E-05,7.0398E-5,88.345700,7.3002E-3,73430
2.02179187237636E-05,7.0470E-5,88.315800,7.3071E-3,73420
2.02386507732128E-05,7.0543E-5,88.285900,7.3140E-3,73410
2.02594057999349E-05,7.0615E-5,88.256000,7.3209E-3,73400
2.02801838312997E-05,7.0687E-5,88.226100,7.3278E-3,73390
2.03009848947123E-05,7.0760E-5,88.196200,7.3347E-3,73380
2.03218090176125E-05,7.0832E-5,88.166300,7.3416E-3,73370
2.03426562274751E-05,7.0905E-5,88.136400,7.3485E-3,73360
2.03635265518098E-05,7.0978E-5,88.106500,7.3554E-3,73350
2.03844200181616E-05,7.1051E-5,88.076600,7.3624E-3,73340
2.04053366541105E-05,7.1124E-5,88.046700,7.3693E-3,73330
2.04262764872714E-05,7.1197E-5,88.016800,7.3763E-3,73320
2.04472395452949E-05,7.1270E-5,87.986900,7.3832E-3,73310
2.04682258558665E-05,7.1343E-5,87.957000,7.3902E-3,73300
2.04892354467071E-05,7.1416E-5,87.927100,7.3972E-3,73290
2.05102683455729E-05,7.1489E-5,87.897200,7.4041E-3,73280
2.05313245802555E-05,7.1563E-5,87.867300,7.4111E-3,73270
2.05524041785821E-05,7.1636E-5,87.837400,7.4181E-3,73260
2.05735071684151E-05,7.1710E-5,87.807500,7.4251E-3,73250
2.05946335776528E-05,7.1783E-5,87.777600,7.4321E-3,73240
2.06157834342288E-05,7.1857E-5,87.747700,7.4392E-3,73230
2.06369567661125E-05,7.1931E-5,87.717800,7.4462E-3,73220
2.06581536013088E-05,7.2005E-5,87.687900,7.4532E-3,73210
2.06793739678585E-05,7.2079E-5,87.658000,7.4602E-3,73200
2.07006178938381E-05,7.2153E-5,87.628100,7.4673E-3,73190
2.07218854073601E-05,7.2227E-5,87.598200,7.4743E-3,73180
2.07431765365727E-05,7.2301E-5,87.568300,7.4814E-3,73170
2.076449130966E-05,7.2375E-5,87.538400,7.4885E-3,73160
2.07858297548422E-05,7.2450E-5,87.508500,7.4955E-3,73150
2.08071919003755E-05,7.2524E-5,87.478600,7.5026E-3,73140
2.08285777745521E-05,7.2599E-5,87.448700,7.5097E-3,73130
2.08499874057004E-05,7.2673E-5,87.418800,7.5168E-3,73120
2.08714208221849E-05,7.2748E-5,87.388900,7.5239E-3,73110
2.08928780524065E-05,7.2823E-5,87.359000,7.5310E-3,73100
2.09143591248022E-05,7.2898E-5,87.329100,7.5381E-3,73090
2.09358640678453E-05,7.2973E-5,87.299200,7.5453E-3,73080
2.09573929100456E-05,7.3048E-5,87.269300,7.5524E-3,73070
2.09789456799491E-05,7.3123E-5,87.239400,7.5595E-3,73060
2.10005224061387E-05,7.3198E-5,87.209500,7.5667E-3,73050
2.10221231172334E-05,7.3273E-5,87.179600,7.5738E-3,73040
2.10437478418889E-05,7.3349E-5,87.149700,7.5810E-3,73030
2.10653966087975E-05,7.3424E-5,87.119800,7.5882E-3,73020
2.10870694466883E-05,7.3500E-5,87.089900,7.5953E-3,73010
2.1108766384327E-05,7.3575E-5,87.060000,7.6025E-3,73000
2.11304874505161E-05,7.3651E-5,87.030100,7.6097E-3,72990
2.11522326740948E-05,7.3727E-5,87.000200,7.6169E-3,72980
2.11740020839393E-05,7.3803E-5,86.970300,7.6241E-3,72970
2.11957957089629E-05,7.3879E-5,86.940400,7.6313E-3,72960
2.12176135781154E-05,7.3955E-5,86.910500,7.6386E-3,72950
2.1239455720384E-05,7.4031E-5,86.880600,7.6458E-3,72940
2.12613221647928E-05,7.4107E-5,86.850700,7.6530E-3,72930
2.12832129404031E-05,7.4183E-5,86.820800,7.6603E-3,72920
2.13051280763134E-05,7.4260E-5,86.790900,7.6675E-3,72910
2.13270676016593E-05,7.4336E-5,86.761000,7.6748E-3,72900
2.13490315456138E-05,7.4413E-5,86.731100,7.6820E-3,72890
2.13710199373871E-05,7.4489E-5,86.701200,7.6893E-3,72880
2.13930328062269E-05,7.4566E-5,86.671300,7.6966E-3,72870
2.14150701814181E-05,7.4643E-5,86.641400,7.7039E-3,72860
2.14371320922834E-05,7.4720E-5,86.611500,7.7112E-3,72850
2.14592185681828E-05,7.4797E-5,86.581600,7.7185E-3,72840
2.1481329638514E-05,7.4874E-5,86.551700,7.7258E-3,72830
2.15034653327122E-05,7.4951E-5,86.521800,7.7331E-3,72820
2.15256256802503E-05,7.5028E-5,86.491900,7.7404E-3,72810
2.15478107106391E-05,7.5106E-5,86.462000,7.7478E-3,72800
2.1570020453427E-05,7.5183E-5,86.432100,7.7551E-3,72790
2.15922549382003E-05,7.5261E-5,86.402200,7.7625E-3,72780
2.16145141945832E-05,7.5338E-5,86.372300,7.7698E-3,72770
2.16367982522378E-05,7.5416E-5,86.342400,7.7772E-3,72760
2.16591071408643E-05,7.5494E-5,86.312500,7.7846E-3,72750
2.16814408902007E-05,7.5571E-5,86.282600,7.7919E-3,72740
2.17037995300234E-05,7.5649E-5,86.252700,7.7993E-3,72730
2.17261830901467E-05,7.5727E-5,86.222800,7.8067E-3,72720
2.17485916004233E-05,7.5805E-5,86.192900,7.8141E-3,72710
2.17710250907439E-05,7.5884E-5,86.163000,7.8215E-3,72700
2.17934835910378E-05,7.5962E-5,86.133100,7.8289E-3,72690
2.18159671312723E-05,7.6040E-5,86.103200,7.8364E-3,72680
2.18384757414535E-05,7.6119E-5,86.073300,7.8438E-3,72670
2.18610094516256E-05,7.6197E-5,86.043400,7.8512E-3,72660
2.18835682918716E-05,7.6276E-5,86.013500,7.8587E-3,72650
2.19061522923129E-05,7.6355E-5,85.983600,7.8661E-3,72640
2.19287614831096E-05,7.6433E-5,85.953700,7.8736E-3,72630
2.19513958944603E-05,7.6512E-5,85.923800,7.8811E-3,72620
2.19740555566026E-05,7.6591E-5,85.893900,7.8886E-3,72610
2.19967404998126E-05,7.6670E-5,85.864000,7.8960E-3,72600
2.20194507544054E-05,7.6750E-5,85.834100,7.9035E-3,72590
2.2042186350735E-05,7.6829E-5,85.804200,7.9110E-3,72580
2.20649473191942E-05,7.6908E-5,85.774300,7.9185E-3,72570
2.20877336902148E-05,7.6988E-5,85.744400,7.9261E-3,72560
2.21105454942678E-05,7.7067E-5,85.714500,7.9336E-3,72550
2.21333827618631E-05,7.7147E-5,85.684600,7.9411E-3,72540
2.21562455235499E-05,7.7226E-5,85.654700,7.9487E-3,72530
2.21791338099165E-05,7.7306E-5,85.624800,7.9562E-3,72520
2.22020476515905E-05,7.7386E-5,85.594900,7.9638E-3,72510
2.22249870792388E-05,7.7466E-5,85.565000,7.9713E-3,72500
2.22479521235677E-05,7.7546E-5,85.535100,7.9789E-3,72490
2.22709428153229E-05,7.7626E-5,85.505200,7.9865E-3,72480
2.22939591852894E-05,7.7706E-5,85.475300,7.9941E-3,72470
2.2317001264292E-05,7.7787E-5,85.445400,8.0017E-3,72460
2.2340069083195E-05,7.7867E-5,85.415500,8.0093E-3,72450
2.23631626729021E-05,7.7948E-5,85.385600,8.0169E-3,72440
2.2386282064357E-05,7.8028E-5,85.355700,8.0245E-3,72430
2.2409427288543E-05,7.8109E-5,85.325800,8.0321E-3,72420
2.24325983764832E-05,7.8190E-5,85.295900,8.0398E-3,72410
2.24557953592404E-05,7.8270E-5,85.266000,8.0474E-3,72400
2.24790182679176E-05,7.8351E-5,85.236100,8.0550E-3,72390
2.25022671336577E-05,7.8432E-5,85.206200,8.0627E-3,72380
2.25255419876433E-05,7.8514E-5,85.176300,8.0704E-3,72370
2.25488428610975E-05,7.8595E-5,85.146400,8.0780E-3,72360
2.25721697852832E-05,7.8676E-5,85.116500,8.0857E-3,72350
2.25955227915036E-05,7.8757E-5,85.086600,8.0934E-3,72340
2.26189019111022E-05,7.8839E-5,85.056700,8.1011E-3,72330
2.26423071754626E-05,7.8921E-5,85.026800,8.1088E-3,72320
2.26657386160089E-05,7.9002E-5,84.996900,8.1165E-3,72310
2.26891962642056E-05,7.9084E-5,84.967000,8.1243E-3,72300
2.27126801515575E-05,7.9166E-5,84.937100,8.1320E-3,72290
2.27361903096102E-05,7.9248E-5,84.907200,8.1397E-3,72280
2.27597267699495E-05,7.9330E-5,84.877300,8.1475E-3,72270
2.27832895642021E-05,7.9412E-5,84.847400,8.1552E-3,72260
2.28068787240352E-05,7.9494E-5,84.817500,8.1630E-3,72250
2.28304942811568E-05,7.9576E-5,84.787600,8.1708E-3,72240
2.28541362673158E-05,7.9659E-5,84.757700,8.1785E-3,72230
2.28778047143018E-05,7.9741E-5,84.727800,8.1863E-3,72220
2.29014996539452E-05,7.9824E-5,84.697900,8.1941E-3,72210
2.29252211181176E-05,7.9907E-5,84.668000,8.2019E-3,72200
2.29489691387316E-05,7.9989E-5,84.638100,8.2097E-3,72190
2.29727437477405E-05,8.0072E-5,84.608200,8.2175E-3,72180
2.29965449771392E-05,8.0155E-5,84.578300,8.2254E-3,72170
2.30203728589634E-05,8.0238E-5,84.548400,8.2332E-3,72160
2.30442274252904E-05,8.0321E-5,84.518500,8.2410E-3,72150
